patent_id	inventor_id
8335279	8279355-1
8335279	8335279-2
8335349	7106349-2
8335349	7809161-2
8335866	5625779-1
8335866	5714870-1
8335866	6594663-6
8335866	7415625-2
8335875	6665306-3
8335875	7213096-3
8335935	8335935-1
8335935	8335935-2
8335937	6731325-2
8335937	7697481-2
8335937	8190167-2
8336046	5873100-3
8336046	7013029-2
8336046	7840636-3
8336046	6185625-4
8338097	4926522-1
8338097	6623655-3
8338097	6806543-2
8338097	6856129-4
8338097	7923237-1
8338097	7387607-1
8338813	6154366-5
8338813	5969517-1
8338813	7042308-1
8338857	6470104-1
8338857	5854804-1
8338857	6876050-1
8338857	7233051-2
8339756	4821096-1
8339756	8026736-2
8339934	6678253-3
8339934	4750147-3
8339934	6067290-1
8339934	6850498-1
8339971	7710887-1
8339971	7710887-2
8340051	6539032-1
8340051	6845088-3
8340051	6950655-1
8340051	8340051-4
8340071	7245879-1
8340071	7519125-1
8340071	7349436-3
8340071	8477690-4
8340071	7519125-3
8340115	7333555-4
8340153	6714523-1
8340153	6879578-1
8340153	7054288-2
8340207	7002518-2
8340207	7279989-2
8340207	7283092-2
8340222	6879646-1
8340222	7801020-2
8340222	8340222-3
8340227	6879646-1
8340227	7801020-2
8340227	8237870-1
8340228	5345467-3
8340280	7408932-1
8340280	7760873-1
8340281	7334012-1
8340281	7475229-5
8340477	5652895-1
8340477	7639492-4
8340477	8185398-1
8340477	8185398-2
8340477	8185398-3
8340477	8340477-2
8340477	8340477-6
8340477	D577719-4
8340579	7519125-1
8340579	8193994-4
8340579	8477690-4
8340579	7519125-3
8340579	8204028-1
8340579	8477690-5
8340593	6725246-1
8340593	6870808-2
8340593	7006810-2
8340593	7280837-1
8340593	8094616-4
8340601	7336597-4
8340601	8149750-1
8340693	7305240-1
8340961	7279989-2
8340961	7002518-2
8341165	7480856-1
8341226	7904323-2
8341226	7734649-1
8341303	5625779-1
8341303	5714870-1
8341303	6594663-6
8341303	7415625-2
8341356	6859851-1
8341356	7613908-1
8341356	7760873-1
8341360	6457068-2
8341360	6112307-2
8341369	7280471-2
8341369	7443854-1
8341369	7197664-1
8341369	7129733-1
8341369	7558966-2
8341369	7757035-3
8341392	7171688-1
8341392	7533190-1
8341392	7380095-1
8341431	6314466-9
8341431	7146524-3
8341431	7284065-2
8341431	7636860-3
8341445	5760636-3
8341445	7844266-1
8341445	7984314-3
8341482	6577668-1
8341482	6845088-1
8341482	6915473-1
8341485	7542439-1
8341485	8341485-1
8341485	8341485-3
8341521	8341521-1
8344352	7279084-2
8344352	7220671-2
8344352	7220671-4
8344352	7354849-1
8344352	7354849-4
8344418	5244843-1
8344418	7074680-2
8344418	7170120-2
8344418	7354832-1
8344425	5244843-1
8344425	7326656-3
8344425	6855639-3
8344425	6869889-6
8344425	7074680-2
8344425	7170120-2
8344425	7407847-2
8344425	7629643-1
8344425	7964490-2
8344452	6413802-4
8344452	6624127-3
8344452	7195985-3
8344483	7983020-2
8344483	7371674-2
8345059	6198486-1
8345059	6864887-1
8345472	5644154-2
8345472	8278641-1
8345491	6891400-2
8345491	7130236-2
8345491	7805619-2
8345547	7697959-2
8345549	7072652-1
8345550	7379445-1
8345550	8300731-2
8345637	6850498-1
8345637	4750147-3
8345637	6067290-1
8345637	6937592-2
8345712	8023522-3
8345712	7107051-1
8345712	7392037-3
8345781	7519125-1
8345781	8351522-2
8345781	7286609-4
8345781	7333556-4
8345781	7286609-3
8345973	7675551-1
8346290	6377632-2
8346290	7760676-2
8346290	8346290-3
8346305	8307175-2
8346305	6101395-2
8346305	6880005-1
8346305	7395064-2
8346305	8171529-1
8346305	8171529-2
8346509	6961847-1
8346760	6278592-3
8346760	6848100-2
8346760	6668306-1
8346760	7143238-2
8346789	8271549-1
8346838	7340495-4
8346838	5822459-1
8346838	7395298-3
8346839	6952824-3
8346839	7373514-2
8346839	7475229-5
8346839	7664915-3
8346839	7730356-7
8346954	6879593-2
8346954	7386607-2
8346954	6418486-2
8346969	7096270-1
8346969	7111076-2
8346969	7512711-3
8346999	6865152-2
8346999	6931646-1
8346999	8346999-3
8347011	6088762-1
8347011	7016304-7
8347011	7080129-1
8347011	5706471-1
8347011	7353301-1
8347015	5893917-1
8347015	6131135-1
8347015	7228366-1
8347015	8069294-3
8347018	6842827-1
8347018	6088762-1
8347018	5636374-1
8347029	6246805-2
8347029	8171205-2
8347029	8332604-2
8347029	8347029-4
8347035	6557083-5
8347035	6570573-1
8347035	7353338-5
8347035	7437546-3
8347035	7558946-3
8347035	7613908-1
8347035	7958510-3
8347035	8347035-6
8347038	7539995-1
8347038	7769856-5
8347038	8347038-1
8347038	8347038-2
8347038	8347038-5
8347038	8347038-6
8347063	7454756-1
8347063	7454756-4
8347066	5530932-2
8347066	4811364-2
8347066	6880069-3
8347066	6880069-4
8347072	5490279-1
8347119	8347119-1
8347127	6748512-5
8347141	6839812-2
8347141	6957280-1
8347141	6246805-2
8347141	7617488-1
8347152	7006810-2
8347152	7876839-4
8347152	8149791-2
8347152	8347152-2
8347177	6845088-1
8347177	6845088-3
8347177	6915473-1
8347285	8347285-1
8347285	8347285-2
8347301	7725657-7
8347301	8132172-1
8347301	8184855-1
8350291	7326656-3
8350291	7074680-2
8350291	7170120-2
8350291	8080820-2
8350291	7629643-1
8350610	6791428-5
8350610	6043717-1
8350610	7602663-3
8350610	7746135-1
8350610	8350610-4
8351198	5867774-1
8351198	7101188-2
8351198	6639983-2
8351198	D396470-5
8351322	7006810-2
8351322	8194798-1
8351322	8805394-1
8351354	6789142-1
8351354	7876244-2
8351354	8351354-3
8351384	7406077-10
8351384	7474640-2
8351384	7760676-3
8351384	8301148-2
8351384	8305953-1
8351406	6813279-1
8351406	8351406-2
8351450	6891845-2
8351450	7012935-1
8351450	7161963-1
8351522	7519125-1
8351522	7286609-4
8351522	7333556-4
8351522	7286609-3
8351522	8351522-2
8351533	7406077-10
8351533	7760676-3
8351848	8396050-2
8351848	7636577-1
8351862	6879646-1
8351862	6384872-1
8351862	8279355-1
8351997	6934257-1
8351997	7072652-1
8351997	7535858-2
8352656	6810418-1
8352683	6557083-5
8352683	8271732-2
8352683	8271732-3
8352683	8271732-4
8352748	6681304-3
8352764	6061764-1
8352764	6457121-2
8352764	7353301-1
8352764	7376782-1
8352764	8352764-3
8352770	7165144-1
8352770	6249739-2
8352770	8788790-2
8352770	5897654-3
8352779	6633964-2
8352779	7434102-2
8352812	7313675-3
8352812	7447054-1
8352812	7447054-2
8352812	7577015-3
8352828	7624334-1
8352828	7668194-2
8352828	7650540-1
8352828	7716561-1
8353101	6858475-1
8353101	7705447-1
8353101	7776734-3
8353101	8353101-3
8353176	7046517-1
8353176	6504719-1
8353634	7099360-7
8353634	6961484-3
8354467	6761813-1
8354467	7618679-1
8354467	7926697-2
8354467	8539269-2
8354748	4831636-5
8354748	6900991-4
8354748	7675160-1
8354748	8110920-2
8354748	8354748-4
8355248	7443670-1
8355261	6002591-3
8355378	8396050-2
8355378	7650428-1
8355744	7606293-3
8355744	8311568-2
8355836	6545448-2
8356067	7519918-1
8356108	6314466-1
8356108	6314466-5
8356108	6314466-9
8356108	6889257-1
8356108	7284065-2
8356108	7284065-3
8356108	7284065-4
8356108	7284065-5
8356108	7284065-7
8356152	8356152-1
8356168	5940587-1
8356168	7310725-2
8356168	7082527-5
8356175	7210034-1
8356175	8356175-2
8356181	6950523-1
8356181	7844614-2
8356197	6397304-1
8356197	8713256-3
8356197	7430672-2
8356197	7516342-3
8356197	8032772-6
8356197	8356197-5
8356202	6891400-2
8356202	7130236-2
8356202	8356202-3
8356340	8307175-2
8356340	8171529-1
8356340	8171529-2
8357546	7274191-1
8358107	6025705-1
8358112	6849909-4
8358112	8301970-7
8358112	6559492-1
8358112	6737924-1
8358112	6798256-2
8358112	7504808-3
8358260	8578192-2
8358260	6459455-1
8358260	8232162-7
8358260	8358260-2
8358262	7882381-1
8358262	7158778-2
8358269	7133372-2
8358269	6847313-1
8358696	8358696-1
8359001	8265599-1
8359037	8396050-2
8359037	7636577-1
8359037	8311568-2
8359198	7430506-2
8359198	8145479-1
8359198	8145479-3
8359408	7080164-2
8359408	7457245-3
8359408	7668194-2
8359433	6859851-1
8359436	8250311-4
8359436	8359436-2
8359512	6870808-2
8359512	7584406-1
8359513	7562278-2
8359513	7631248-2
8359513	7631248-3
8359629	7210169-2
8359629	7526792-1
8359629	7571474-2
8359629	8688986-1
8359629	8161299-3
8361594	5285017-1
8361594	8301970-7
8361594	6559492-1
8361594	6737924-1
8361594	6798256-2
8361871	6858478-2
8361871	5244843-1
8361871	7354832-1
8361871	7629643-1
8362566	7326656-3
8362566	6867104-3
8362566	7407847-2
8362566	7629643-1
8362627	7432202-1
8362627	7432202-2
8362627	7687890-4
8362627	7875503-2
8362627	7875503-4
8362627	7875503-5
8362645	8362645-1
8362806	7952941-1
8362806	8362806-2
8362806	8362806-3
8362806	8362806-4
8363044	6938127-1
8363044	7538762-2
8363579	7650151-3
8363579	7652624-1
8363579	8131306-4
8363586	5402469-3
8363586	8281123-1
8363586	8195660-1
8363586	8145929-3
8363627	6813279-1
8363630	8149750-1
8363678	6782461-1
8363716	4958226-2
8363716	6079566-3
8363730	6038652-1
8363730	7129864-2
8363827	7100102-3
8363827	7301958-1
8363827	7664915-3
8363828	6952824-3
8363828	7373514-2
8363828	7475229-5
8363828	7664915-3
8363828	7206858-3
8363828	8363828-6
8363831	5805700-2
8363831	6938015-1
8363831	5964870-1
8364102	7564311-1
8364102	7564311-2
8364102	7564311-3
8364104	7565119-1
8364198	7016673-1
8364304	6043560-3
8364304	7772090-2
8364304	7772090-3
8364601	7280471-2
8364601	7778166-1
8364797	7765323-1
8364862	5696768-2
8364862	7027460-1
8364862	8090967-2
8364862	8364862-1
8364863	6592232-1
8364882	8099687-2
8364897	7287126-1
8364911	6848100-2
8364911	6928582-3
8364911	7366831-1
8364911	7810086-2
8364915	6473853-1
8364915	7525986-1
8364915	8364915-1
8364973	7280471-2
8364973	7129733-1
8364973	7443854-1
8364973	7197664-1
8364973	7778166-1
8364973	7778166-2
8364974	5940587-1
8364974	7310725-2
8364975	6917999-1
8364975	7760873-1
8364997	7360022-1
8364997	7506115-3
8365016	5371891-2
8365016	6859851-1
8365016	6848100-2
8365016	6889256-2
8365016	6961927-2
8365016	7113942-1
8365016	7366831-1
8365016	8095824-11
8365016	8095824-5
8365016	8095824-7
8365016	8095824-8
8365039	8122323-2
8365039	8276028-2
8365051	7257757-1
8365051	8365051-2
8365266	7987291-1
8365294	7526792-1
8365983	5946713-1
8365983	6704580-1
8365983	6502177-2
8365983	7640541-2
8365983	7034390-1
8365983	8365983-6
8366982	8534574-1
8367017	6806543-2
8367017	6806543-3
8367017	6989897-3
8368052	5244843-1
8368052	7326656-3
8368052	7170120-2
8368052	7354832-1
8368052	8080820-2
8368052	7629643-1
8368052	7777282-5
8368052	7964490-2
8368135	5244843-1
8368135	7326656-3
8368135	6787440-6
8368135	6624127-3
8368135	6855639-2
8368135	6855639-3
8368171	4282648-3
8368171	6838299-2
8368171	6952269-1
8368369	7737669-1
8368369	8368369-1
8368385	4914633-2
8368385	7091796-4
8368385	7227384-1
8368385	8368385-1
8368385	8368385-3
8368385	8368385-5
8368385	7932639-7
8368501	5285017-1
8368501	8301970-7
8368501	6559492-1
8368501	6737924-1
8368501	6798256-2
8368501	7602257-5
8368501	7436277-5
8368601	6373827-10
8368601	6842141-1
8368601	7808439-1
8368601	8436776-2
8368601	8368601-2
8368711	5940587-1
8368711	7310725-2
8368711	7506144-1
8368711	8368711-4
8369254	7266296-2
8369254	7392037-3
8369277	6873293-1
8369303	8396150-2
8369303	7535858-2
8369303	8149750-1
8369351	7333555-5
8369790	7002518-2
8369790	7279989-2
8369796	7105924-1
8369796	7808439-1
8369796	8077095-2
8369796	7551146-1
8370274	6694397-1
8370274	8325069-3
8370274	8370274-1
8370274	8370274-4
8370323	7853582-1
8370508	7475314-2
8370508	7987352-1
8370508	8151081-3
8370525	5303171-3
8370525	8370525-2
8370546	6813279-1
8370557	6785875-1
8370557	8370557-1
8370558	5903916-1
8370558	6906980-1
8370558	7185153-4
8370559	7802250-4
8370559	6003111-2
8370559	6996525-1
8370581	7080164-2
8370581	7093033-3
8370581	7480832-2
8370660	7962679-1
8370660	8010816-1
8370667	6633964-2
8370667	5940587-1
8370667	7310725-2
8370667	7434102-2
8370667	7873846-1
8370674	7064530-1
8370704	5825630-1
8370704	7668194-2
8370719	8122323-2
8370719	8276028-2
8370719	5914724-3
8372285	7217749-1
8372285	8372285-2
8372285	8372285-3
8372585	7993525-2
8372585	5804684-1
8372666	7237334-1
8372666	8372666-1
8373074	5285017-1
8373074	6400028-1
8373074	8301970-7
8373074	6559492-1
8373074	6737924-1
8373074	6798256-2
8373074	6943294-2
8373074	7602257-5
8373074	7436277-5
8373154	5244843-1
8373154	6887762-1
8373154	7138316-6
8373154	6858478-2
8373217	8731346-2
8373259	6876053-5
8373259	7083336-1
8373583	6092142-4
8373583	8370274-4
8373583	7032134-4
8373583	7730356-6
8373583	7872598-4
8373725	7634115-1
8373725	8373725-2
8373725	8373725-3
8373725	8373725-4
8373725	8373725-5
8373778	6895147-1
8374022	6870418-1
8374022	6911695-3
8374022	7923237-1
8374022	7029978-1
8374022	8320172-2
8374022	8374022-1
8374100	7072652-1
8374100	7535858-2
8374100	7689171-2
8374100	7756058-1
8374116	7085595-1
8374142	7756058-1
8374154	7535858-2
8374154	8149750-1
8374297	8374300-1
8374297	6950636-2
8374297	7919997-1
8374300	6950636-2
8374300	7919997-1
8374300	8374300-1
8374875	7006973-1
8375077	7334012-1
8375184	6782463-2
8375184	6842842-2
8375184	6954886-2
8375184	8375184-1
8375184	6848055-1
8375189	5802343-2
8375189	6216215-2
8375189	8375189-2
8375205	7389113-1
8375210	7111083-1
8375220	6651141-1
8375220	8171529-1
8375220	8171529-2
8375241	5437021-1
8375241	8099687-2
8375241	7200787-2
8375242	6320795-2
8375242	6420932-1
8375242	7650271-1
8375380	5946713-1
8375380	6502177-2
8375380	7640541-2
8375430	7197664-1
8375430	7392037-3
8375430	7558966-2
8375430	7953980-4
8377550	7033911-1
8377550	7902060-1
8377550	8377550-2
8377550	8377550-3
8377550	8539269-2
8377771	6853076-3
8377771	7354832-1
8377771	7977248-2
8377771	8193641-2
8378228	7670866-1
8378334	7074680-2
8378334	7407847-2
8378334	7629643-1
8378504	7983020-2
8379023	8379023-1
8379026	6731282-3
8379026	7268785-4
8379060	7044767-1
8379060	7044767-2
8379552	7573820-1
8379560	7652624-1
8379560	8204028-1
8379596	8031604-4
8379602	5539832-1
8379602	6381450-3
8379602	7023936-1
8379602	7155469-1
8379602	7680078-1
8379603	5539832-1
8379603	6381450-3
8379603	7023936-1
8379603	7155469-1
8379603	7680078-1
8379604	5539832-1
8379604	6381450-3
8379604	7023936-1
8379604	7155469-1
8379604	7680078-1
8379619	8316269-3
8379619	6870808-2
8379619	7006810-2
8379659	5357512-1
8379659	6424175-3
8379659	8090967-2
8379664	6813279-1
8379664	7756058-1
8379688	6727772-1
8379688	8305953-1
8379710	7239665-1
8379710	7920649-2
8379723	4620707-1
8379723	5860000-1
8379723	7043088-1
8379723	7656410-2
8379767	8175203-1
8379980	6947425-3
8379980	7657881-2
8379980	8379980-1
8380027	7006717-4
8380027	8380027-2
8380074	6511418-1
8380074	6864553-2
8380074	6816323-2
8380074	6747820-2
8380329	6964576-1
8380767	6952824-3
8380767	7373514-2
8380767	7475229-5
8380767	7730356-7
8380777	6952824-3
8380777	7373514-2
8380777	7475229-5
8380777	7730356-7
8380780	5880979-3
8380780	6397297-3
8380780	6879992-1
8380780	6937730-1
8380780	7958181-1
8380789	5873100-3
8380789	6185625-4
8380789	7013029-2
8380789	7840636-3
8380908	6249739-2
8380908	7272736-2
8380923	6952824-3
8380923	4878193-1
8380923	6868476-1
8380963	6278592-3
8380963	6883089-3
8380963	7587584-2
8380973	7120701-2
8380973	7610481-1
8381288	7129733-1
8381288	7443854-1
8381288	8321501-4
8381393	7224571-1
8381393	7332423-2
8381393	7629680-1
8381393	8278214-1
8381985	4584704-1
8381985	8381985-2
8382503	8382503-1
8382503	8382503-2
8382503	8382503-3
8382503	8382503-4
8383459	7087451-1
8383459	7611985-2
8383459	8592972-2
8383459	8383459-4
8383949	7068892-3
8383949	8227904-4
8384128	7326656-3
8384128	7074680-2
8384128	7170120-2
8384128	7629643-1
8384128	8384128-2
8384223	6774471-1
8384223	8384223-1
8384223	8384223-3
8384523	8384523-1
8384523	5266907-1
8384523	8384523-3
8385012	8144406-1
8385012	8144406-2
8385012	8144406-3
8385100	5644154-2
8385100	6911695-3
8385100	8184469-1
8385100	8385100-3
8385146	6317352-1
8385146	8099687-2
8385330	6735443-1
8385330	7190808-5
8385333	5696768-2
8385333	7246191-1
8385415	7154555-1
8385457	7327179-3
8385457	8279355-1
8385457	8300731-2
8385485	8606578-1
8385485	7761057-1
8385485	6191475-3
8385827	7804932-1
8385827	8385827-2
8385970	6813279-1
8386259	6859881-1
8386388	7403925-1
8386388	7403925-2
8386388	7403925-3
8386537	6347370-1
8386537	8001282-1
8386547	7975129-3
8386547	8386547-1
8386547	8386547-2
8386547	8386547-3
8386594	7929439-1
8386594	8386594-2
8386594	8386594-3
8386594	8386594-4
8386618	6550006-1
8386618	5940587-1
8386618	6879593-2
8386618	8386618-1
8386618	7149274-1
8386618	8386618-5
8386626	6629248-2
8386626	7016304-7
8386626	7779178-1
8386650	5752050-1
8386665	6330660-2
8386665	6618313-1
8386665	6789056-1
8386665	6874039-4
8386665	6874039-5
8386665	6874039-6
8386668	6859208-1
8386676	8099687-2
8386682	6366968-1
8386682	7228366-1
8386682	7350030-5
8386682	7525986-1
8386682	7712145-1
8386701	8171219-6
8386701	8166229-3
8386701	8386701-1
8386788	5539739-2
8386788	6948065-1
8386788	7020766-5
8386806	8386806-1
8386806	8386806-2
8386807	6150862-1
8386807	6931360-1
8386807	7932639-8
8386807	7154959-2
8386807	8386807-3
8386807	8386807-5
8386808	6600493-4
8386808	6871119-1
8386808	7017060-1
8386808	8386808-3
8386808	8386808-5
8386823	4811208-5
8386823	6105111-2
8386823	6567977-1
8386823	8171321-4
8387009	7118989-2
8387009	8132172-1
8387057	8387057-1
8387078	6536669-1
8387148	6721699-3
8387148	6725246-1
8387148	8387148-3
8387240	4831636-5
8387240	6846731-3
8387240	7268077-1
8387240	7576434-1
8387890	6902377-1
8387890	6097327-3
8388854	6858478-2
8388854	5244843-1
8388854	7326656-3
8388854	6825506-3
8389337	7224571-1
8389337	7629680-1
8389337	8278214-1
8389976	6849909-4
8389976	6100751-4
8389976	8004043-2
8389976	7298838-3
8390040	6869889-6
8390040	7112859-1
8390082	6787440-6
8390082	6624127-3
8390082	6855639-2
8390082	6855639-3
8390082	7074680-2
8390112	6837306-1
8390112	7364943-1
8390349	6639481-2
8390349	7212141-1
8390349	7576621-2
8390349	7782104-1
8390349	8390349-3
8390349	8390349-5
8390436	7262706-1
8390436	7505254-1
8390436	7831821-2
8390618	7102636-1
8391016	7268077-1
8391061	5056063-1
8391061	7173856-3
8391061	7075822-1
8391061	7535787-2
8391061	8391061-5
8391252	8396050-2
8391252	7443803-5
8391252	7636577-1
8391252	7650428-1
8391379	7236747-2
8391475	6952824-3
8391475	7373514-2
8391475	7475229-5
8391475	7664915-3
8391475	7730356-7
8391615	6941246-3
8391615	7194463-2
8391615	7840076-4
8391673	7725093-2
8391673	8391673-1
8391673	8391673-2
8391803	7576621-2
8391803	8391803-1
8391824	6580700-1
8391894	8396050-2
8391913	6633964-2
8391913	5940587-1
8391913	7310725-2
8391913	7434102-2
8391913	7873846-1
8392494	6671827-3
8392494	6952824-3
8392494	7373514-2
8392494	7475229-5
8392494	7500049-1
8392494	7730356-7
8392625	5944777-1
8392625	7802250-4
8392625	7185365-2
8392625	7650151-3
8392625	7725118-1
8392650	8099687-2
8392657	7185147-1
8392657	7490191-2
8392657	7027460-1
8392657	7500049-1
8392657	7552288-2
8392657	8316184-2
8392665	6848026-2
8392665	6961823-1
8392665	7962694-3
8392665	8392665-3
8392728	7165144-1
8392728	6862679-1
8392728	5897654-3
8392728	5721867-1
8392728	6938127-1
8392728	8392728-6
8392728	7394282-3
8392796	5892377-2
8392796	8099687-2
8392802	6879646-1
8392802	8237870-1
8392802	7801020-2
8392802	8582035-4
8392802	8204156-5
8392813	8392813-1
8392918	7177956-1
8392985	6721868-2
8392985	7752428-1
8393000	7571474-2
8394687	6982230-9
8394687	7598142-2
8394687	8394687-3
8394694	7220671-4
8394694	7601980-2
8394694	7842983-1
8394694	7842983-2
8394701	7138316-6
8394701	6900063-1
8395051	6858475-1
8395051	7485017-1
8395241	6052724-4
8395241	8395241-2
8395241	7571295-3
8395416	5696768-2
8395416	8395416-2
8395558	7349436-3
8395558	7519125-1
8395558	7683844-3
8395558	7894382-2
8395558	8193994-4
8395923	6026011-1
8395923	6181180-2
8395923	7380099-3
8396014	7706800-1
8396014	8396014-2
8396014	8396014-3
8396014	8396014-4
8396029	7279989-2
8396029	7002518-2
8396050	7006810-2
8396050	7443803-5
8396050	8396050-2
8396144	6879646-1
8396144	8237870-1
8396144	7801020-2
8396147	5317596-2
8396147	6917820-4
8396147	6975583-1
8396147	7234100-1
8396147	7245879-1
8396147	7519125-1
8396150	7020091-1
8396150	7535858-2
8396150	8396150-2
8396296	5495847-1
8396296	8396296-2
8396297	8209551-2
8396302	6655592-3
8396302	7302514-2
8396915	5701508-4
8396915	4974155-2
8396915	5226127-1
8396915	5361370-8
8396915	5490279-1
8396915	6792523-7
8396915	5642306-1
8396996	6859208-1
8397090	5544092-1
8397090	6400028-1
8397090	6880031-2
8397090	6412050-1
8397090	7405551-3
8397090	8397090-6
8397126	6870808-2
8397126	7006810-2
8397126	7221913-2
8397126	7584406-1
8397126	8200165-2
8397126	8305953-1
8397241	5846175-1
8397241	5996060-1
8397241	7366831-1
8397241	7913092-2
8397241	8516220-2
8397241	8296748-4
8397241	8397241-1
8397241	8397241-2
8397285	7246205-1
8397285	7624436-2
8398314	6618408-3
8398314	7217040-2
8398314	7412123-4
8399157	7470492-2
8399158	5726067-1
8399158	7056625-2
8399158	8399158-2
8399158	8399158-4
8399158	8399158-5
8399264	7919408-2
8399264	8399264-1
8399264	8399264-2
8399264	8399264-4
8399291	6509530-1
8399291	7053491-1
8399291	7352061-3
8399291	8399291-1
8399291	8399291-2
8399291	8399291-5
8399317	6974772-2
8399317	8716806-3
8399317	6974772-1
8399922	6858478-2
8399922	8731346-2
8400274	3947727-1
8400831	6635924-2
8400831	6849518-2
8400831	7145249-1
8400831	6697282-1
8400831	8400831-1
8400831	4963825-1
8400937	7283092-2
8400937	7818013-4
8400937	8400937-1
8400985	7177637-2
8400985	7804799-3
8401001	8401001-1
8401001	8401001-2
8401012	7929439-1
8401012	8401012-2
8401012	8401012-3
8401221	7787651-1
8401221	8401221-2
8401221	8401221-3
8401563	5317596-2
8401563	6882679-1
8401563	7002518-2
8401563	7279989-2
8401590	7002518-2
8401590	7499504-1
8401590	7584406-1
8402005	6522268-1
8402084	6892224-2
8402158	7953882-1
8402158	7953882-2
8402174	6536669-1
8402174	7873698-1
8402186	7725637-2
8402222	6026139-1
8402222	6868476-1
8402222	6437783-4
8402222	7266626-3
8402252	5517651-1
8402252	5724527-3
8402252	6981163-1
8402252	7249243-3
8402252	7430578-10
8402252	5696929-1
8402252	6041404-3
8402252	7917734-5
8402253	6609193-2
8402253	7174428-3
8402253	7475225-3
8402253	7302557-2
8402253	8555228-2
8402262	5940587-1
8402262	7873846-1
8402289	6385211-1
8402289	7080271-9
8402289	7266296-2
8402289	7843833-4
8402289	8023522-3
8402290	5701442-1
8402290	6343139-3
8402290	6931360-1
8402290	7141953-1
8402290	7725745-4
8402291	6938127-1
8402293	6189050-1
8402293	7159096-2
8402293	7346787-3
8402293	7971084-4
8402294	6400028-1
8402310	7313675-3
8402310	7447054-1
8402310	7447054-2
8402310	7447054-3
8402310	7558992-1
8402505	8402505-1
8403998	6880005-1
8403998	7210169-2
8403998	7395064-2
8403998	8171529-2
8404403	6898781-1
8404403	7254803-1
8404403	7325223-1
8404403	7470492-2
8404403	7611806-1
8404403	8404403-2
8404403	8404403-3
8404403	8404403-4
8404403	8404403-8
8404514	5644154-2
8404514	6911695-3
8404514	8278641-1
8404519	4765397-2
8404519	6443749-2
8404519	6963483-2
8404519	7335983-3
8404519	7428138-3
8405132	8731346-2
8405164	5244843-1
8405164	6787440-6
8405164	6858478-2
8405164	6787440-7
8405164	6825506-3
8405769	7043088-1
8405769	7728878-4
8406073	6026011-1
8406073	6002272-1
8406073	6351156-3
8406073	6434049-1
8406073	6985380-5
8406073	8406073-6
8406073	8406073-7
8406114	6917820-4
8406290	7769924-3
8406290	8406290-2
8406343	6879646-1
8406343	8237870-1
8406343	7801020-2
8406343	8582035-4
8406343	8204156-5
8406534	8132172-1
8406534	8184855-1
8406568	7447382-1
8406634	5285017-1
8406634	8301970-7
8406634	6535206-1
8406634	6737924-1
8406696	6813279-1
8406696	7756058-1
8407358	8407358-1
8407367	7159051-1
8407367	5615404-8
8407386	6848100-2
8407386	7366831-1
8407421	6904465-1
8407421	7003648-1
8407421	7475229-2
8407421	7725657-7
8407422	5519872-3
8407422	7441055-1
8407425	6859851-1
8407425	7613908-1
8407425	7760873-1
8407432	6349363-2
8407432	7124229-1
8407432	7353338-1
8407432	7353338-2
8407476	5539739-2
8407476	6948065-1
8407476	7020766-5
8407489	4811208-5
8407489	5940587-1
8407489	6961848-2
8407489	7310725-2
8407489	7082527-5
8407497	7089443-3
8407497	7313675-2
8407497	7313675-3
8407504	8255713-2
8407516	6550006-1
8407516	6721868-2
8407516	7434102-2
8407516	7437738-2
8407516	7725637-2
8407516	8407516-4
8407516	8407516-7
8407564	8122323-2
8407564	5914724-3
8409665	7371674-2
8409665	7618679-1
8409690	7521157-1
8409690	8409690-2
8409690	8409690-3
8409690	8409690-4
8409877	5804684-1
8409877	6150513-1
8409877	7993525-2
8409924	4765397-2
8409924	4831636-5
8409924	7049208-2
8409924	6868898-1
8409929	6504242-5
8409929	7087521-1
8409929	7983020-2
8409929	8030757-4
8410027	4926522-1
8410027	8410027-1
8410602	4785428-3
8410602	8166215-4
8410602	7729121-2
8410602	7956713-1
8410802	6898852-1
8410802	7982478-2
8410802	7332423-4
8410802	8410802-2
8410802	8410802-5
8410906	5266907-1
8410906	8384523-3
8410906	8410906-3
8411095	6871119-1
8411095	6600493-4
8411258	7039392-3
8411258	7650151-3
8411482	6026011-1
8411482	6181180-2
8411482	7380099-3
8411523	8099687-2
8411550	7042308-1
8411550	8411550-2
8411567	7002518-2
8411567	7016364-1
8411567	7545876-3
8411567	8031604-2
8411586	6459455-1
8411586	7184708-1
8411586	8209480-2
8411631	7072652-1
8411631	8149750-1
8411762	7136987-1
8411774	6975583-1
8411774	7006583-2
8411774	8023574-3
8411783	7474640-1
8411783	7474640-2
8411783	7729272-1
8411861	8155321-1
8411868	7280471-2
8411868	7778166-2
8411897	4958226-2
8411897	6272176-1
8412052	7068892-3
8412096	7023936-1
8412096	7333555-5
8412096	7584406-1
8412096	8064532-5
8412129	6917820-4
8412129	7539463-1
8412263	7725118-2
8412479	6550006-1
8412479	6792617-2
8412479	5437021-1
8412479	7383137-1
8412479	6324075-2
8412855	5519872-3
8412855	6088762-1
8412855	6862679-1
8412855	7065597-3
8412855	6751721-4
8412881	8412881-1
8412885	7490191-2
8412885	7383398-2
8412885	7027460-1
8412885	8090967-2
8412885	8412885-3
8412885	8412885-4
8412970	6618046-6
8412970	7353338-1
8412970	7353338-2
8412970	8117478-2
8412972	7283921-1
8412972	7283921-2
8412972	7283921-5
8412972	8412972-1
